id,aggression,offense,codemixed,tweet
1451,2,0,0,"The debate around what happens inside the bedroom should remain there; keeping eyes and ears bunged from the screams of silence coming from these bedrooms are surely a sordid saga of marital rape.
(2/2) "
6309,0,0,0,"No they are not. By Muslim they mean brown.
It's like when MAGAs refer to all central ad south Americans as Mexicans.
Just shear ignorance. "
7932,0,0,0,"@USER is now ‘The Boss’. Reading the Trend, Accident and Emergency rooms are very busy "
6047,2,1,0,"Average “marxist”-leninist
Marx would prefer anarchist nihilism 100x more than whatever the fuck is your shitty statist ideology "
4690,2,1,0,"One also is not illiterate and blind to know her father pimped her and she shown panic many times when she wounded her fingers, are you blind? Is marital rape a joke to you? "
998,1,0,0,M.S. Golwalkar – had once said the tricolour could never represent free India and that the saffron flag had to be made the national ensign of free India. #PlasticFreeTiranga 
3579,2,1,0,"..
Sr advocate @USER said issue has not become academic n has to be decided by SC (b'c) this kind of demonetisation requires separate act of Parliament.
~
And this guy supposedly is Triple IQ420, sorry IQ480! Do they believe in anything now ex opposing everything? "
5596,2,1,0,It is not a conspiracy if it is factual. Is illegal mass wave migration occurring? Answer yes. Have their been young teen girls raped and murdered in Europe and by an illegal entry migrants with marks found on body. Factual information verified. She was the 12 th #LaraLogan facts 
4186,2,1,0,"What does a white woman promoting marital rape know what a brown rights activists would have wanted. You’re literally the furthest from knowing. If you did know, you’d know Jesus would have laughed at your take and moved on to actually being a Christian like you so want to "
7315,2,1,0,He is pronouncing MKG as Gandhi without emphasising that extra A!! When pronouncing Gandhi you must add that extra A otherwise the meaning in Hindi is different!! Mohammad Gandhi w/o emphasis on that extra A!! 
7609,0,0,0,"I never knew there was disparity - BCCI could afford to pay any amounts as its coffers are full - actually, it should have been a universal fact and all sportsmen and sportswomen be treated equally just as other occupations "
3238,2,1,0,You will cry about demonetisation even in 2116. 
5087,2,1,0,"with more “conventional” violent means for the time like whipping, beatings, lynching, or other example-making violence. those things were already enough to strip slaves of their personhood, much less their masculinity. sexual violence in slavery largely happened in secret. "
5722,0,0,0,"Hochul will most likely take the CDC recommendation and include the Covid 19 shots for kids to attend school. @USER already confirmed he would not. She has yet to answer my question about this, which I posed this morning. NY needs to hear her position on this. "
2600,1,0,0,"""Demonetisation"" and ""Agusta Westland"". These are my favourite. "
849,1,1,0,Aren't honourable Judges aware about previous judgements? What about checks and balances? There are thousands of undertrials  still languishing in prisons without any trials for so many years. What about protection of common citizens as guaranteed by constitution? 
3150,0,0,0,"Now it's seems the supreme court will lay down the norms for demonetisation, we can stop having elections and do away with parliamentary democracy. Judiciary will run the country. "
8011,0,0,0,What? You mean you don't have an emergency hippo ready to present her with? Amateur. 
6052,1,1,0,U do know that the Nazis began Antifa and George Soros pays Marxist groups. 
2181,1,1,0,"Very unfortunate, i am happy That India have become 5th largest economy, once they were far behind Pak in Every sector, its our fake love for Jihad and I am sorry Madrassas can only produce Janoonis Not Businesmen mind people.
You know the failure rate of start up is 95% in Pak "
4527,1,0,0,"Biden caused global inflation, global supply chain problems? Wow, he's more powerful than I thought if he can control their whole world's economies like that. "
5248,1,1,0,I have friends in India and surprisingly they are Indians but still saying India is turning into nutshell. From boycotting Bollywood just because Muslims actors to destroying mosque and Banning hijabs. You need to watch Dhruv Rathee videos about modi BJP party. 
4568,2,1,0,"Mark Zuckerburg is a fraud and enabler of hate, violence, lynching, genocide. End of story. "
1455,1,0,0,"When your wife files false marital rape law after this law is passed, then you say % "
3876,1,0,0,"since BJP came to Power UAPA, NSA is used against those who speak against BJP
constitution crying at Corner "
4708,1,0,0,Aside from the marital rape she endured. You would think her station as queen would allow her to be able to reject these advances! 
4438,1,0,0,Is Biden responsible for the UK's inflation too? and every other country going through it? 
993,1,1,0,"In the build up to #IndependenceDay looking for a pic for my DP. 

If any of you have a picture of Savarkar, Golwalkar, Mukherjee or Hedgewar holding or hoisting the Tricolour, please send me.

P.S. RSS never hoisted the Tricolor on their HQ for over 50 years "
4725,0,0,0,Saudi energy minister under pressure to keep prices near $100 a barrel despite global inflation 
5365,1,0,0,Is hijab better or being sold slaves after #NATO destroys ur country #Libya or #US protects thousands of #Terrorists & steals ur oil #Syria or ruins an entire generation #Iraq or allows its ally to starve & commit genocide #Yemen How many examples needed? 
7522,0,0,0,"Cricket Body BCCI is best  working body and it has shined India to the top.After it's  improving it from wrong doing,election system it hs added to its reputation.With  news of giving the same fees to women hs done best fr equality .Fees too much,this body should help other games "
1342,0,0,0,"Marital rape is real. Even if it's your wife, it doesn't give the husband a right to have sex with her without her consent. Indian laws are biased towards women which I agree with. According to our laws, only a man can commit adultery and it needs to change. "
3815,2,0,0,"There should be stringent law against forceful and terrorise conversion of religion !!!
All of them must be booked under UAPA and relevant laws for atrocities !!! @USER @USER @USER @USER @USER "
3307,1,1,0,"Feels like secularism doesn't mean the same which i read in Ncert book. 
Hindus will judge another hindu if they try tk celebrate something related to islam. 
Muslims will judge a muslims if they try to believe or celebrate festivals. "
7600,0,0,0,IPL Player 
2058,1,0,0,A full house on demonetisation bingo I see 
5113,0,0,0,Fear of lynching probably a factor here as well. 
2247,2,0,0,"227,04,50,000 rupee

The number mentioned above is of a fake note. Fake notes have been recovered from #Gujarat and #Mumbai . #PMModi should answer. At the crossroads, people must come among. #Demonetisation "
4100,1,0,0,"It was a test to assess the attitude of Hindu leaders and to check their vulnerability. He could succeed partially.   Many seems to have succumbed to resources, while Dr. Ambedkar resigned from Nehru's cabinet, created an uncomfortable situation for Sardar Patel to function. "
6971,0,0,0,"First time seeing Retweets > Likes

Simply supremacy of @USER "
6016,2,1,0,It's a parable mate not a law. Best you stick to your Marxist dogma? 
1391,2,1,0,"\\\How will U take if someone says your Father also committed Marital Rape on your Mother///

That person's bogus accusation won't lead to anything {as because the alleged victim (supposed victim) herself hasn't claimed rape}.Your logic is absolutely crap. Go and get some sense. "
7004,0,0,0,"Lets give IPL contracts to some players from Associate nations, i bet given the chance they would not disappoint you @USER @USER "
7917,0,0,0,Uzi made it through emergency surgery! 
7734,0,0,0,"You guys were phenomenal. Believe it or not, I predicted on 1st ball of Pak batting that Zw is going to win.
Awesome bowling from opening bowlers and others as well.
IPL contract on d way..
Listening @USER @USER ? "
5754,0,0,0,"Latest IL COVID-19 numbers:
 
—2,892 new cases 

—1,060 hospitalized last night (most in a month) 

—8 new deaths

—7-day avg rate of 13.4 cases per 100K residents (up from 11.7 last week) 

—17.8% of residents 5+ still unvaxxed "
2155,1,0,0,"Government giving hint in various situations
But peoples not aware of it .  That will be a surprise attack like demonetisation. "
2049,1,0,0,The avg wedding costs about 5 lakhs and gives work to a large group of people ! Your idea feels similar to demonetisation ! 
3207,2,1,0,"Why all these businessmen not investing on any Core factory, why they are interested for agricultural land, ports,..& natural resources only after demonetisation. Bloody you are promoting colonialism in new get up. "
5601,2,1,0,"Um, the migrants will just find a way and use it as homes and invent a new country that way. (Morning musings.) "
5678,2,0,0,"Not at your funeral, that is for fucking sure. 

But at the funeral of the million other Americans that died of Covid19, yeah, I'll cry pretty hard at them. "
3422,0,0,0,The obsession with Secularism as the ultimate good has literally caused the worst refugee crisis in Turkey. 
4784,1,0,0,"Meanwhile, we have record inflation, ridiculous gas prices and unaffordable housing. That didn’t happen because of republicans. "
1813,1,0,0,"How hard is it to cover Marital Rape under the existing DV Act provisions?

A fresh Act will only lead to destabilisation of the institution of marriage. "
7911,0,0,0,"Agree - climate emergency is a simple question of fact. My point was more that Julia Hartley-Brewer was, in disputing fact and misleading, playing on peoples’ emotions - telling them what they would like to hear ie we don’t need to worry, there is no climate emergency. Awful. "
3626,1,0,0,"One minute silence for those who still haven't understood that Demonetisation was done only to dry funds of opposition and win UP. 

Lives lost, businesses shut, families broken. To win UP. #8Nov #demonetisation "
4507,0,0,0,"This country is in big trouble if we don't get this inflation under control and raise wages. When people working 2-3 jobs in a multi-income household can't afford to keep a roof over their head or feed their families, the riots will start. 

I hope I'm wrong. But I doubt it. "
4466,0,0,0,"The Wealthy are already taxed. EU nations are suffering worse than us: inflation and unemployment is far worse in France, Germany & Italy than the UK. "
5673,0,0,0,That’s quite the vaccine that last 12 weeks. I mean every 3 months u r getting a shot. How many times have u had Covid19 where this miracle vaccine  saved u from ?? 
4856,2,1,0,"And how did the record inflation happen? 

""I took my foot off your throat a little, praise me"" 

Ass "
4095,0,0,0,"I didn’t say she’d recognize it as marital rape as a character, but we the audience were shown her dead-eyed, hopeless stare during the act. The label fits. "
3193,1,0,0,"Delhi High Court refuses to entertain bail pleas of ex-PFI chief E Abubacker!

The Court said that the remedy of bail in UAPA cases lie before the trial court first and then in appeal before a Division Bench of the High Court. "
2684,0,0,0,"Divan recommends going through some orders ""as they evolved"".

Justice Nazeer: If it has become academic, there is no point in wasting the court's time. #Demonetisation #SupremeCourtofIndia "
174,1,0,0,"The jail conditions in the Borivali court are to be assessed. Was there locked up, unfortunately, but the sway police guys have there is frightening. No CCTV there. What is the PMO doubting if undertrials are to face this @USER @USER "
6097,0,0,0,Now that’s a true Marxist 
2304,2,1,0,Demonetisation was a Cruel Joke on the Indian and a Lunatic Unplanned Decision which saw 80 amendments in 50 days with 3 changes in a day twice. And RBI counted the Notes for a year+ as if sent uncounted. 
7510,0,0,0,Revenue is important equally pay good Without revenue leading to the end of BCCI at end there will be no money for maintenance. 
5318,0,1,0,"tamron thank you so much about this move
please try to make awareness about us what we want is simply freedom and our humanrights.we weren't this way befor hijab wasn't in our culture
we are iran not Islamic Republic
please do talk about all of it with your host "
6066,0,1,0,ratio + mojitos outsold + only men drink beer 
28,2,1,0,"""Worrying and troubling?"" The Courts have been brought to their knees through nepotism, corruption, political interference, incompetence and worse.

Litigants & undertrials have long known the state of our Courts. Rule of Law died long ago. Someone just forgot to tell you. "
6403,1,0,0,"Muslim-Muslim ticket will end for you? The one time power goes to the South, a Muslim-Muslim ticket gets it? What about the majority of Southerners? Or you want this country to end so soon? "
6365,1,0,0,"They will all ditch Tinubu.
That Muslim Muslim ticket will never fly and it's an assault to our unity as a Nation. 
Anybody that projects that is an enemy of Nigeria. "
3848,1,1,0,This is a practice by muslims who convert a targetted hindu to force him eat beef after forcing him/her to convert. They sort of try to break the lifestyle based on belief from outside in. But Gangadhar's belief seed sprouted again for every one to see. Quick Gharwapasi. 
3452,0,0,0,"""Secularism isn't the problem so much as hedonistic nihilism."" "
2150,1,1,0,They never allow muslim women to come but sends a lot male for love jihad 
5669,0,0,0,"The vaccine doesn't completely prevent getting it, it lessens the severity of your illness, and reduce the risk of serious complications and serious illness requiring hospitalization. That's the ""protection"".
The vaccine does not prevent you from getting COVID 19. "
315,0,0,0,"Yes, Farm Laws are popular and only a small “section” of farmers of Punjab are protesting against them?

But, Again I am saying that govt. should clarify each and every points/clause of new farmer's bill. "
6400,1,0,0,Banning crackers in delhi should be a bipartisan agreement.And u made a Hindu muslim out of this?wahh!BJP never fails to amaze me 
6196,0,0,0,"With so much debt you hired a maid & didn't think you could do your own chores & save some money. You are jobless after all. I am sure you have enough time to clean your own house & utensils. 

Just saying man. Helping you save money & get back on your feet. Good luck. "
3459,0,0,0,"And one thing I really want to bring home for people, cis people in particular

Sexology and psychology as a whole still suffers from a 'back catalogue' of work that was made when marital rape wasn't considered to be illegal "
1685,1,0,0,"#MaritalRape If marital rape will be criminalized, how can it be proved that the intercourse was a rape or not? Just the words of a women is enough to make an innocent man criminal. "
2562,1,0,0,"Demonetisation was a good decision but  badly planned and implemented.Before printing sufficient new notes ,Old notes were banned causing lot of difficulty to middle class people who were stranded without currency.Lot of Black money holders lost money which was good. "
763,2,1,0,Everyday this Zubair gets his plea heard by SC while so many undertrials languish in jail without getting any date in courts. Privilege of being a famous LeLi. 
3073,1,0,0,"I seriously doubt our govt is so sincere in such matters. This is not something like demonetisation where when things go wrong you brush it under the carpet and manage in the media. This is playing with students career, public health and lives. "
3088,2,1,0,When more than lakhs cases are pending in SC. Still debating About #Demonetisation after 6 years. It's showing how people with black money effected . 
2393,2,1,0,"Please pay whatever the autos demand because far-right, neo-nazi, brahminical & anti-hindu BJP/ RSS has ruined the lives of most poor people due to demonetisation, gst, lockdowns. "
3860,0,0,0,"It is impossible to deliver justice on time until some type of cases are given preference over important issues . For example : Demonetisation of 2016 is still ON , does it  make any sense to engage resources on a issue which can’t be reversed now! "
4595,2,1,0,You purposely support rape and baby killing and murder . Cute morals 
4738,0,0,0,"The US is the economic leader of the free world.

If we create inflation by design (we did) it stands to reason it will spread to others. "
4105,0,0,0,Why was demonetisation done? 
2863,0,0,0,"Chidambaram: If they had to demonetise all series, they should have had the cash ready. 

Justice BVN: We understand the hardship faced by the common man. When we are testing the constitutionality, can the hardships have a bearing? #Demonetisation #SupremeCourtofIndia "
6900,0,0,0,You are a minnow in ipl 
502,1,0,0,Patto is built on reclaimed flood plains and khazans of mandovi. Consequences will be there. Critical oversight and poor urban planning to be blamed here. 
6866,0,0,0,Against a weakened Aus side. Big whoopie deal. Bangladesh also won limited overs in South Africa but got slaughtered in test series. Top players were playing IPL. 
3235,0,0,0,Whether or not govt thought abt consequences of demonetisation is being made a constitutional issue. Next SC can question major budgetary decisions or economic policy making & ask if objectives achieved. Encroaching into executive domain? 
3968,1,0,0,Indigenous Adivasi communities? You have no idea of the ground reality. These are outsiders camping there with their propaganda machinery. Vast majority of indigenous people have nothing to do with the protests. 
4714,2,0,0,"This is how the money made after demonetisation, pm care funds & undisclosed donations used to win elections or the candidates. "
3673,1,0,0,"Thank you Comrade for demanding ""Scrap UAPA"" . We the people also demand it . No amendment, Scrap the UAPA. Red Salute. "
6383,0,0,0,"Yeah, I believe you,all the countries with Muslim majority have this problem "
3951,1,0,0,"SG makes an intervention: This request of house arrest is coming frequently from naxals, from Urban Naxals, these days you can plan the crimes within the house..I am sorry

Basant : I am on a humanitarian plea.

SG :Isolation in prison is only condition for UAPA "
2931,0,0,0,"SC's 5-J bench asks Centre and RBI to file comprehensive affidavits on decision to demonetise Rs 500 and Rs 1000 currency notes and keep ready the files relating to Centre's November 7, 2016 letter to RBI, RBI Board decision next day and immediate announcement of demonetisation. "
5725,1,0,0,False. Florida led the nation. Gov. Lee permitted my county mayor to impose a needless mask mandate on us with a punishment of up to a year in a jail for a single violation. You can’t do that and say we led the nation in COVID-19 protections from government mandates. 
6377,1,0,0,"Muslims harassing Hindus in UK, USA and Canada is a matter of concern .. hinduphobia.  Muslim@mob mentality "
363,2,1,0,"Really ? How many non bjp states are left ? If the government ka pass the farmer's bill with majority, then why not fuel under gst ?. Utter bullshit "
2249,1,1,0,Their faith is so regressive that they r suffocating from within but cant say so due to cruel laws of blasphemy! Afterall their ancestors were Hindus who were converted by force. They must do ghar wapasi to get rid of their sick ideology! 
5367,1,0,0,"Why didn't @USER have a all-women's foreign affairs meeting when Quebec in Canada banned the Hijab through Canadian law?

We can see this is just a stunt. "
5665,0,0,0,"No it's not. 

Biden had 81 million people vote for him. 

We out number you. 

You will see it on Election Day.

Especially after all those Trump supporters DIED because Trump called COVID-19 a HOAX. 
Poor Herman Cain. "
2090,1,1,0,"Tbh all the hindu named kalnemis who are fuming over this reporting on garba are either they have muslim relative like husband, wife, some in law, or they are extreme leftist who wants love jihad, riot. "
1745,0,0,0,IDK but i have heard that Most of the government's websites are just the basic design yet has all the features - the design is kept low so that loads in all possible speed of networks 
258,0,0,0,"All should have trust on our Honourable Priminister hi.
The farmer should come forward to clear their doubts about the difficulty in the farmer's Bill. The farmer's strike should call off early soon. "
273,0,0,0,"@USER @USER the new farmer's bill is intended to support the backbone of real farmers. It will enable them to sell their products anywhere in the country without depending upon middle-man.
Some are questioning your integrity for which I feel sorry but kindly know d truth "
2898,0,0,0,PM CARES & Demonetisation. 
