id,aggression,offense,codemixed,tweet
1137,2,0,1,"Soon we will have Hegdewar, Golwalkar and Godse join the pantheon of Heroes of the Freedom Struggle.  We are witnessing the process of bogus history being re-written and stuffed down our throats. 2/2 "
6566,1,0,1,"You should ask your political masters. 
Which party ruled this country from 1947 ? What were they doing for the last 75 years ? Why didn't Nehru offer PM position to Maulana Azad ?
Why didn't Indira Gandhi / Rajiv Gandhi offer PM chair to a Muslim or a Christian or a Dalit ? "
5052,0,0,1,"in shimpi(tailor) caste.  In Maharashtra, their bhajans, kirtans, bhakti geets are sung by all castes. Many kings and queens of India are also from the shudra/dalit caste. People have created the oppression narrative to gain financial benefits and support their 4/n "
6139,0,0,1,"That's ur interpretation only. Kantara is a masterpiece, I agree. But Karnan is not less. It's not a Dalit glorifying film, there is more to it.... "
6332,0,0,1,"To AP Christian Hain?
Naam Muslims Wala hai apka "
3665,0,0,1,"नक्सलियों के साथ कथित संबंध के मामले में साल 2017 में गिरफ़्तार किए गए प्रोफ़ेसर जीएन साईबाबा को बॉम्बे हाई कोर्ट की नागपुर बेंच ने रिहा कर दिया है। उन्हें UAPA के तहत गिरफ्तार किया गया था, हाई कोर्ट ने उनके खिलाफ चलाए गए मुक़दमे को भी खारिज कर दिया है। सवाल वही इतने साल जेल में "
4853,2,1,1,"Dalit मतलब ready to cut his Lully and accept islam with halala of his Mother, sister, daughter etc etc "
3417,0,0,1,अब तो गांव में भी नजर नहीं आते जुगनू पहले हम हाथो में बंद कर लेते थे उसको अब तो मुश्किल से ही नजर आते है 6 महीने में 1 या 2 बार 
267,0,0,1,"The farmer's bill in India is a non-issue. Protesting farmers from the Punjab ate Jats - the highest in society - that own and lease the land, own the seeds/fertilizers'/finance. Water table is depleted, soil is destroyed

Reform is a must. Meena/Rehana/Greta be damned. Wise Joe "
1272,2,0,1,Yeah thats the point of discussion ... Mahatma & not Golwalkar & his racist views 
6469,2,1,1,Indira gandhi kya hindu thi? Rajiv gandhi kya hindu tha? Baat karta hai!!!! 
5045,1,0,1,@USER should apologize for this ridiculous statement.just because he is dalit leader they can label him anything . 
6471,2,1,1,"#PrimeMinister •Maimuna Begam Feroze Jehangir Khan Ghandy aka Indira Gandhi
•Rajiv Feroze Jehangir Khan Ghandy
 
अब भी भीख का कटोरा ले कर असली #minorities का हक मारना चाहते हैं #shameless pieces "
3100,0,0,1,Tweet No 3 #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 
6674,0,0,1,छठ  पूजा के शुभ अवसर पर आपको बहुत बहुत शुभकामनाएं 
4376,0,0,1,"10/17/22 With inflation so high, spending down retirement funds (if you are over 50) is actually a reasonable idea (hint hint Amy T). "
2588,0,1,1,Welcome Badhai ho.. Ghar wapasi ho gayi.. subah ka bhula shaam ko ghar aa jaye to use bhula nahin kahte hai? Kuch to baat huyi hogi jisse ki aapne @USER ko chor diya. @USER 
5263,1,1,1,"Iran is protesting for freedom , not just hijab. 
Stop inviting Niac members to be our voice #OpIran #مهسا_امینی "
7047,0,0,1,We want to see more Zimbabve players in IPL next year 
1178,2,1,1,"Scoundrels like savarkar, golwalkar, hindu mahasbhaites voted for Pakistan too. Savarkar :राष्ट्र तो होंगे ही दो एक मुसलमान का एक हिंदू का। "
6764,2,0,1,"Bhakts: Gandhi ki Jagah Bose aur Bhagat singh ki photo lagao Rupaye pe.

Kejriwal: Gandhi ke saath Laxmi ji aur Ganesh ji ki photo lagao rupaye pe 

Owaisi: Hijabi Aurat ko PM dekhna hai iss mulk ki.

Me: How about a royal rumble match between you guys? "
1464,1,0,1,"ये कैसी समझदारी है अपनों की,
जिंदगी भर हमें अजनबियों से बचाते रहे,
और जब हमें संभालने की बात आई,
कह दिया यह तो रीत है जन्मों की!! #marriage #MaritalRape #MarriageStrike #BoycottMarriage "
1338,0,0,1,#MaritalRape 
7576,0,0,1,Main bcci ko letter likhunga ki tumhe 12th man ki jagah de . Pani to pilte rahoge 
6760,2,1,1,Seedha bhagat singh sey chalang Mardi..i thought yeh kahengey .Gandhi ji ki photo hatwao aur ambedkar ji ki lagwao..i guess congress is ahead as compared to aam aadmi party . Congress 1...AAP ..0 
7684,0,0,1,Raza ko Ipl Contract milna chahiye 
7853,2,1,1,Mujhe nhi chaiye indian currency per ambedkar. Constitution dudre countries ka copy paste kiya hua tha. Khud ka likha hua nhi tha. So usme Kaun sa teer Mar liya. Wo to nehru ne sc/st card dekh kar head Bana diya. Otherwise Gandhi to ambedkar ko pasand bhi  hi karte the. 
3594,0,0,1,"#NewsAlert The #Nagpur bench of Bombay High Court has acquitted former Delhi University professor G N Saibaba and five others in alleged Maoist links case. 
He was arrested  under UAPA @USER "
5100,2,1,1,Vhp बजरंग दल एक आतंकवादी संगठन है इस पर सिर्फ रोक ही नही बल्कि इसके सभी बडे नेताओ को उम्र क़ैद होनी चाहिये सभी lynching मे यही सब शामिल हैं 
7791,0,0,1,nan 
5867,0,0,1,*brain. FFS 
936,1,1,1,While talking about the outcome of the Quit India Movement Golwalkar said: Sangh vowed not to do anything directly #RSSQuitIndia 
2784,0,0,1,"Chidambaram: Second ques is, does S 26 give you the power? If so, then why in 1978 did you have to pass a separate law? #Demonetisation #SupremeCourtofIndia "
378,2,1,1,"What is your opinion about CAA and other citizen regulation laws? What is your stance on farmer's bill? Man... You are satisfied with your Briyani and thalicha,there are billions who disagree with the current power "
2869,0,0,1,"#UPI trades rose to over 4 billion, worth $100bn+ in Oct'21,thx to #Demonetisation #notebandi reduced 
*TaxChori
*Led to higher #Formalisation *Even a street hawker today accepts #DigiPayments &not just cash

Demonetisation boosted #DigitalIndia "
6785,0,0,1,बहुत गर्व महसूस हो रहा है 
3186,1,1,1,"aap jise Dalit kahte hain use hum Hindu kahete hain aur kisi Insaan ke sath julm hota toh galat baat hain. Mim, bhim, dalit , adivasi bolke samaj mein darar paida karne ka thika aap ko nahi diya gaya. Sabdhan ho jaiye. "
2917,0,0,1,"#Time8News #BreakingMEws #SupremeCourt to hear today petitions filed in 2016 challenging demonetisation of Rs500 & Rs 1000 currency notes.

A Constitution Bench will examine if the issue is merely academic now.

The pleas challenge the Centre’s decision of Nov 2016. "
3970,0,0,1,BREAKING: Bench comprising Justices M.R. Shah and B.M. Trivedi suspend Bombay High Court Order granting release to Prof. G.N. Saibaba who was convicted under the UAPA in 2017. #UAPA #SupremeCourtofIndia 
1448,0,0,1,It was clearly a ploy to neutralise the stand of @USER who represented men against #MaritalRape . Idea was NGO in question represents men of country who also want #MaritalRape law. 4/n 
7528,0,0,1,"Umesh Yadav is still one of the dominant T20 bowlers in the world with the new ball. At his age, it’s a great story. Hope he keeps continuing because the IPL is one of the best tournaments in the world.
- David Hussey, Mentor, KKR #UmeshYadav | #KKR "
4147,0,0,1,"India loves Modiji for work and as regards DEMONETISATION,  desired results have been achieved. Obvious Modiji will win 2024 with 400+. "
3381,0,0,1,nan 
3842,0,0,1,आज ट्वीट रिट्वीट कर दीया उसने इतिहास लिख डाला #आदिवासी_जनगणना_कॉलम_दो #आदिवासी_जनगणना_कॉलम_दो #जड़ावता_मांगे_रास्ता_निर्माण 
1851,1,1,1,"ये कमाल ISRO में भी दिख सकता था अगर भारत सरकार के पास इक्षाशक्ति होती। 
गर्व के साथ शर्म भी महसूस होना चाहिए। "
4974,0,0,1,He was asked this same qn in an interview where he said he wants to break the stereotype that most of the dalit women have dark complexion 
3364,2,1,1,Are  RSS k bhadvo  UAPA kya sirf tumhare baap Logo k liye hi bana he kya.. Sanghi kotha 
556,0,0,1,"What a well planned and executed drainage system cannot do does not exist even in the middle of a sea. Planning, design & execute to specification is key in urban devé
Flood will evacuaye within minutes after rain

Our case is appointing the wrong Peg to block a leakage. Kolewerk "
450,0,1,1,Majboori hai jab a practice and monopoly of certain section is being curtailed within the community and society at large .status quo is wht certain people over the religion divide are against .be it on a triple talaq be it drive against past corruption 
596,0,0,1,"Administrator of Karachi sleeping and Karachi people facing urban flood
there's no help from any level of government just pray for karachi #KarachiRain "
2855,0,0,1,"Chidambaram: Unfortunately, two things happened in 2k notes- the ATMs were not calibrated for 2k notes. That took more than a month. 

The 500 rupee notes.. 300 crore is the capacity. You have withdrawn 2300 crore notes. #SupremeCourt #Demonetisation "
6877,0,0,1,"Finally!!  Our girls deserve it for sure with Women's IPL too coming up , it's a double bonanza for the Women in Blue @USER @USER #WomenInBlue #payparity #genderequality "
3365,2,1,1,"3/n)Sanghvi has exposed his agenda n a mediocre way to do that,once again.Modern India was not founded on pseudo secularism

ShekharGupta's tweet about Sanghvi's article is only a case of u scratch my back n I scratch yours.With such ppl around,the cleansing process must continue "
3279,0,0,1,Gujarat ke adivasi samuday mein kis party ka mahol hai 
4224,1,1,1,"Whole world is not confused but only indians are confused right now...
Because of amulgamation of various  agencies in consolidated areas since demonetisation...
<Reverse engineering...> "
960,1,1,1,"In 1942, when the Quit India Movement began, Golwalkar issued instructions that the RSS’s routine work should continue and nothing should be done to annoy the British. #RSSQuitIndia "
588,0,0,1,"FLOOD  Mag: NA
From: WFO JSJ
Location: 1 NNE BAYAMON, PR
Time: 0147 PM  LT on 07/10/2022
Source: 911 CALL CENTER
Remarks: Urban flooding affecting residence and street. #PRwx "
3113,0,0,1,"Jay shree ram Jay Adivasi Johar, "
6438,1,1,1,"Desh ki seva karte kuchh vigna santoshiyo nein jan leli , o bhi ek hindustani tha, Indira Gandhi ki desh seva kartein unki Jaan unka bhi murder ek hindustani nein kiya , Rajiv Gandhi ka bhi berahemisein khun kiya Rajiv Gandhi ka sarirka chhinna bhinna chithade hal kardiya vo bhi "
5967,1,0,1,Oga reno but you announced how much you will give to those in need during the covid lockdown... Why criticizing PO bcos he told the people how much he will donate to them?if he didn't announce it to the people the governor might hide part of the money 
3448,0,0,1,I wear 'secularism ka tilak' 
347,2,0,1,"Having failed on triple Talak, 370, CAA and even against China at Galwan/Ladhak (remember Rahul- I will remove China in 15 min) against Modi/BJP and even on Covid vaccine, Farmer's bill-they are trying some new campaign every time "
6621,0,0,1,Sawarkar and Godse ke Pujariyon ko Buri others All ke liye to Unique piece Beauty No 1 Looking Miss Kapoor Khan 
122,1,0,1,"Sinc when has law started giving options of detention to undertrials. Ok sibal is appearing, send him to Nahan instead of Tihar. "
4081,2,0,1,"Hon Modi Ji spent RS 3000  Crores on Sardar Patels Murti in Gujrat., which was constructed by some Chines contractor. As such how could BJP blame Modi Ji Sardar Patel was a great leader and never engaged in dirty politics "
1057,2,1,1,"The national flag is a matter of pride for us. But, Mr. Savarkar and Mr. Golwalkar had not accepted the national flag.
Tiranga Virodhi RSS "
1830,2,1,1,"Ham tumhare Jaise bodha Nahi hai ham log mehnat Karke aage badhte hai ISI ke wajah se ISRO, DRDO, Defence , Doctor Degree, IITIAN sab adhiktar general wale hai proud hai mujhe aur tum log reservation ke baad bhi "
1274,2,1,1,"Your frequent reference to बाबासाहेब betrays your party's and that of RSS basic ideology of Hindu rashtra and hindutva 
Why do you simply say minorities don't have the rights prescribed in the constitution as your गुरु Golwalkar reiterated "
1353,0,0,1,"Idk if some of these men ever went to a school, but the freedom to rape one's wife is not a constitutional right #maritalrape "
3712,0,0,1,What more do they need? @USER has endorsed every one of @USER schemes like #Aadhaar #mgnrega #GST by repackaging and claiming it as their own. #Demonetisation and #COVID19 #lockdown were the @USER originals and the whole world knows the result. 
8189,0,0,1,Jai Hind 
953,2,1,1,Golwalkar as the most important ideologue of the RSS and Hindutva brand of politics forcefully argued for adopting the models of Hitler and Mussolini #RSSQuitIndia 
5272,0,1,1,"Iran is protesting for freedom , not just hijab. 
Stop inviting Niac
Members to be our voice. #MahsaAmini #مهسا_امینی "
3558,0,1,1,सुना है तुम लोग अमेरिका को भारत में जोड़ने वाले हो 
1933,1,1,1,This picture makes me feel Ravan was a Muslim preparing for Love Jihad. 
7610,1,0,1,IPL mei kaam bhi toh chahiye 
1208,1,0,1,"That time we were on the edge to start the democracy ... He's talking about 1947 when india pakistan both were just indipendent... Kashmiri people want to join pakistan ... But golwalkar , sardar patel & king of kashmir wants to be in india... "
4588,0,0,1,"In the climax he brings everyone together and disappears is a good ending, but trust in system and police maybe for Vadapav msg.
They were banking on the climax to setup for Guliga is how I saw it, hence the destruction.
Totally agree with last line. "
7464,0,0,1,Gandhiji he thik hai. Gandhi se koyee mahan atma koyee paida hogi tab vichar hoga. Bematalab ki bate karana thik nahi hai 
6299,1,0,1,"Jab congress bsp sp aap sub party ke MLA aapki party mai aa jaye to wo imandar ho jate hai unhe pese ya cbi ke bal par bjp apni party mai le leti hai jab bjp bale kuch kyon nahi bolte 
Rahi baat muslim yadav ki jo baat kar rahe ho aapki party mai bhi sub log hai unhe nikalo jab "
3836,2,1,1,Ye sb jante hai ki jo patrakar apna iman nhi bechta sarkar unke sath aisa hi karti h...abhi ek professor ko bhi 5 saal baad bari kar diya unhe UAPA ke tahat giraftar kiya gaya tha. Abhi aarop lage hai sidh nhi hue toh aap plz sarkari parvakta na bane. 
4077,2,1,1,Inke nizaam ki kya aukat thi wo to sardar patel ne bahut pahle hi bata diya tha ...... 
5818,0,0,1,I remember he was about to cry 
4021,0,0,1,"Anybody who wants to understand the thought behind #Demonetisation , #JanDhanAccounts #DBT and what Modi Govt is thinking on Economic Front, listen to S Gurumurthy on @USER ! "
5358,1,1,1,"3 years ago anyone condemning a hijab would have been crucified as an Islamophobe. 
Today you're a hero. You people are nuts. @USER "
3047,0,0,1,Tweet No 3 #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर @USER @USER @USER @USER @USER 
2458,2,1,1,"Asli Rahul Gandhi Nakli Rahul Gandhi : Holidaying across the globe, Out on bail in Corruption case, Losing election after election, Widely known as Pappu, Janeudhari during election, Alu se sona, torn shirt pocket during demonetisation, etc. "
5023,1,0,1,Inhe aap yoddha dikha rahe ho aur  ek dalit mantriko intifada done laga rahe ho. Aap bhi auro ki tarahi nikale 
1908,1,1,1,Hmmm…Is This the same Khadi gram udyog where the cashiers accused that the current Delhi LG forced them to change crores of his black money during demonetisation? 
2853,0,0,1,"Court: If that is so.. there were some hardships. 

Chidambaram: In 46' and 78' you demonetised a v small proportion of notes. Even then there was a window for exchange. Today, you've withdrawn 86.4%, you should have equivalent notes to exchange. #SupremeCourt #Demonetisation "
2886,0,0,1,"Chidambaram: The three docs (govt's letter to RBI, agenda paper, RBI recommendations) must be called for at some stage...Nothing was considered acc to me. Let them satisfy this Court that all relevant factors were considered. #Demonetisation #SupremeCourtofIndia "
2710,0,0,1,"Chidambaram: 86.4% by value of the notes were withdrawn.. tomorrow, can 24 & 26 be used to declare as illegal tender 100% of currency? 

Please examine this power. #SupremeCourt #Demonetisation "
7256,0,0,1,nan 
1653,0,0,1,"अखंड भारत, एक सूत्र में बधा भारत,,एक संविधान में कसा भारत, प्रजातन्त्र भारत, सर्बमान्य भारत, सर्ब जाती, सर्ब धर्म का भारत, अंतरिक्ष यात्री भारत,ISRO वाला भारत,4 वेद,गीता पूर्ण,पाक कुरान, बाइबिल, गुरु ग्रन्थ वाला भारत, विस्वाबन्धुत्व वाला भारत। "
6741,2,1,1,".
Since May 2014
Bhakts hv divided
HINDUS also

1
HINDUS
who believe in 
RSS
GODSE
SAVARKAR
BJP
VHP
B.DAL
(ALL FANATIC)
ideology

&

2
NON HINDUS
who believe in
NON VIOLENCE
SARV DHARM GANDHI
VASU DHAIV KUTUMB
SECULAR 
philosophy

Hope, I'm right

Bhkts:NO ABUSE, pls "
3955,0,0,1,SC suspends the Bombay High Court's judgment/order discharging GN Saibaba and others in a UAPA case. 
1215,2,1,1,"Read your role models , Rape is a politician tool . Golwalkar . "
3075,0,0,1,"#Demonetisation Solicitor wanted to get this dismissed as infructuous and fait accompli.

Eventually 5J CB ordered notices on pending IAs! 

P Chidambaram argued the matter and persuaded for hearing on validity of RBI Act Sec 26(2)! "
3252,2,0,1,इनपर लगना चाहिए एनएसए UAPA। 
5878,0,0,1,Yea it is if you look closely you can see the stars on it 
6901,1,1,1,UAE ground me to band kr dena chahiye. only Ipl wgahrega k liye rkho 
8160,1,0,1,"justice for army pending exam airforce joining 2021 
kya galti h hm log ka indian army ka running aur medical clear tha exam baaki h pura karbavo bjp sarkar airforce joining baaki h 2021 ka "
6657,2,1,1,"हिंदू मतलब खत्री  बराहमण 
बोल 85 obc sc st   मुलनिवासी "
4094,0,0,1,He was protesting demonetisation. 
4906,1,0,1,बीजेपी ने देश को महिला पुरुष में बांट कर हर घर में गृहयुद्ध छिड़वा रखा है। 
5350,0,0,1,These two hijab pins on my head are really the only thing keeping me together rn 
1089,2,1,1,"Given how Bangladesh is doing, one just wishes this happened. You and your ilk could leave and keep licking Golwalkar's ass. "
6660,1,1,1,Tum logo ka bhala buldojar baba karenge 
2648,0,1,1,"Itne saste me sabki wali nhi tyar hoti h na,isliye 5saal case ladne par free me divorce deti h ya ghar wapasi kar leti h,fir sath me soti b h,kaam b karti h aur ladti jhagadati b kam h,kyunki pta h pati ko cases se dar nhi h "
3011,0,0,1,"#Gujarat | Union Home and Cooperation Minister #AmitShah to inaugurate 'Gujarat Gaurav Yatra' in #Ahmedabad tomorrow. He will launch 'Gujarat Gaurav Yatra' and 'Adivasi Vikas Yatra' in Unai, Navsari and will also visit Unai Mata Temple tomorrow. "
